#x 	<E> 	error 	<|M|> 	error 	d<E>/dT 	error 	d<|M|>/dh 	error 	B(E) 	error 	B(|M|) 	derror
0.42	-1.23018 	0.00129917 	0.173854 	0.00864139	6.77499 	0.312574 	74.635 	5.71143	1.00366 	0.000153636 	2.58019 	0.1032
0.421	-1.23513 	0.00101061 	0.166217 	0.00669774	6.63049 	0.291823 	73.1744 	4.72412	1.00356 	0.000170474 	2.64786 	0.101525
0.422	-1.23839 	0.00166502 	0.174374 	0.00829085	6.86495 	0.274426 	76.7863 	6.37608	1.00366 	0.000139964 	2.58388 	0.142828
0.423	-1.24723 	0.0012637 	0.178177 	0.00851318	7.2545 	0.261843 	87.5082 	5.39844	1.00381 	0.000134146 	2.69353 	0.143689
0.424	-1.25524 	0.00172753 	0.199981 	0.0113956	7.69191 	0.468769 	94.0038 	7.18074	1.00398 	0.000241369 	2.38844 	0.123613
0.425	-1.26301 	0.00145059 	0.204215 	0.0103332	7.15157 	0.452825 	90.8574 	7.46302	1.00368 	0.00020651 	2.3488 	0.103244
0.426	-1.26999 	0.00180828 	0.225704 	0.0101518	7.61824 	0.308587 	105.556 	6.95622	1.00386 	0.000163308 	2.19981 	0.101126
0.427	-1.27883 	0.00225996 	0.242016 	0.0152797	8.30381 	0.415336 	122.406 	8.17712	1.00416 	0.000197189 	2.18222 	0.122021
0.428	-1.28684 	0.00265769 	0.254009 	0.0179624	8.70443 	0.391097 	136.483 	10.1467	1.0043 	0.000205496 	2.20997 	0.153542
0.429	-1.29321 	0.00212394 	0.258278 	0.0164187	8.5909 	0.40353 	139.302 	9.86822	1.00421 	0.0001976 	2.17042 	0.150023
0.43	-1.30362 	0.00167779 	0.27252 	0.0132609	8.37086 	0.413108 	134.146 	8.51067	1.00406 	0.00019766 	2.01649 	0.124001
0.431	-1.31239 	0.00258228 	0.297804 	0.0147919	9.32388 	0.704818 	155.33 	9.98289	1.00445 	0.00033343 	1.99356 	0.105694
0.432	-1.32686 	0.00241526 	0.350451 	0.0193555	10.4774 	0.699653 	181.138 	9.92942	1.0049 	0.000312738 	1.73895 	0.118625
0.433	-1.33864 	0.00311812 	0.386979 	0.0206611	11.0988 	0.648148 	193.022 	12.2879	1.00508 	0.000288949 	1.61229 	0.104989
0.434	-1.34986 	0.00342012 	0.414469 	0.0224684	11.7128 	0.505981 	191.365 	14.0375	1.00527 	0.00022893 	1.52264 	0.0874054
0.435	-1.35768 	0.00420821 	0.428718 	0.0253592	11.3771 	0.606281 	185.826 	16.7425	1.00505 	0.000270955 	1.48997 	0.099145
0.436	-1.36637 	0.00272298 	0.447752 	0.0168127	11.4962 	0.447619 	170.587 	13.5819	1.00502 	0.000204232 	1.43169 	0.0597256
0.437	-1.37484 	0.00301736 	0.470314 	0.0207543	11.0742 	0.495831 	175.378 	18.7941	1.00477 	0.000216873 	1.36336 	0.0630422
0.438	-1.39617 	0.00409697 	0.533832 	0.0225976	12.0265 	0.696998 	165.408 	24.2238	1.00499 	0.000295631 	1.2657 	0.0542896
0.439	-1.40139 	0.00310474 	0.544596 	0.0155237	11.5677 	0.440376 	123.92 	19.6701	1.00479 	0.000186585 	1.21793 	0.0358498
0.44	-1.41706 	0.00321296 	0.592123 	0.0184536	11.1261 	0.580708 	116.236 	25.1933	1.00451 	0.000258635 	1.16683 	0.0430372
0.441	-1.42489 	0.00464139 	0.578905 	0.0289046	12.3369 	0.803371 	170.109 	43.4968	1.00493 	0.000350251 	1.21682 	0.0682479
0.442	-1.43854 	0.00301385 	0.619321 	0.0206127	10.5929 	0.564572 	130.882 	38.0085	1.00416 	0.000217203 	1.142 	0.0413742
0.443	-1.45038 	0.00274179 	0.65751 	0.0125952	9.99032 	0.453093 	70.8109 	16.816	1.00384 	0.000172568 	1.0868 	0.020097
0.444	-1.45688 	0.00255125 	0.674989 	0.00784845	9.19418 	0.431903 	41.813 	5.51226	1.00352 	0.000170304 	1.06106 	0.00865315
0.445	-1.46935 	0.00240887 	0.685498 	0.0124896	9.90906 	0.662068 	66.3004 	25.5417	1.00371 	0.000256821 	1.06882 	0.0216532
0.446	-1.47985 	0.00263258 	0.703494 	0.0110736	8.24314 	0.628531 	45.3873 	19.2225	1.00305 	0.0002583 	1.04998 	0.0172024
0.447	-1.48808 	0.00189304 	0.718864 	0.00575676	8.52847 	0.272237 	28.031 	4.71761	1.00313 	0.000104294 	1.03757 	0.00625137
0.448	-1.4962 	0.0017061 	0.731411 	0.00512332	8.64965 	0.358897 	26.2759 	7.13522	1.00313 	0.000137091 	1.03115 	0.00642608
0.449	-1.50676 	0.00156277 	0.743938 	0.00422141	7.99573 	0.416111 	19.5317 	4.36031	1.00286 	0.000157521 	1.0247 	0.00531988
0.45	-1.51356 	0.00153671 	0.749999 	0.00320041	7.89989 	0.416053 	17.2484 	2.65841	1.0028 	0.000128182 	1.02215 	0.00297869
0.451	-1.52292 	0.00149894 	0.762493 	0.00270314	7.23209 	0.383152 	13.5763 	1.46548	1.00253 	0.000144803 	1.01707 	0.00171789
0.452	-1.5284 	0.00147071 	0.766058 	0.00393388	8.02214 	0.327529 	16.6592 	3.70267	1.00279 	0.000122181 	1.01977 	0.00368443
0.453	-1.53731 	0.00134414 	0.778561 	0.00206888	7.07813 	0.32346 	9.84946 	1.3047	1.00243 	0.000121849 	1.01217 	0.00125886
0.454	-1.54222 	0.0010643 	0.780873 	0.00168335	6.71141 	0.280863 	9.21446 	0.710164	1.0023 	9.46656e-05 	1.01157 	0.000941124
0.455	-1.55045 	0.00115385 	0.787746 	0.00208158	7.15756 	0.295529 	10.0719 	1.24133	1.00242 	9.84217e-05 	1.01219 	0.00130733
0.456	-1.55677 	0.00110736 	0.796491 	0.00128319	6.22563 	0.297907 	6.44193 	0.34167	1.00209 	9.4632e-05 	1.008 	0.000457266
0.457	-1.5627 	0.00123584 	0.79817 	0.00138988	6.20531 	0.270219 	7.56859 	0.642653	1.00207 	8.65579e-05 	1.0091 	0.000691834
0.458	-1.56884 	0.00115532 	0.804864 	0.0017731	6.36713 	0.251706 	7.69338 	1.16517	1.0021 	8.02784e-05 	1.00883 	0.00110359
0.459	-1.57456 	0.00109751 	0.808637 	0.00133936	6.01444 	0.256291 	6.7598 	0.565777	1.00197 	9.08767e-05 	1.008 	0.000654341
0.46	-1.58032 	0.000940675 	0.815631 	0.00111779	5.42397 	0.263842 	4.97614 	0.392629	1.00177 	8.37441e-05 	1.00585 	0.000457278
0.461	-1.58513 	0.0011358 	0.818925 	0.00133795	5.93233 	0.244126 	5.05704 	0.402071	1.00192 	7.7958e-05 	1.0059 	0.000459145
0.462	-1.59333 	0.00088446 	0.825193 	0.0010722	5.64067 	0.165698 	4.15949 	0.22807	1.00181 	5.61333e-05 	1.00487 	0.000273367
0.463	-1.5986 	0.000948421 	0.828356 	0.000912014	5.55487 	0.238277 	4.20127 	0.309375	1.00177 	7.8488e-05 	1.00482 	0.000341967
0.464	-1.60261 	0.000899066 	0.829285 	0.00153162	5.39145 	0.278071 	4.6821 	0.632083	1.00171 	8.99843e-05 	1.00526 	0.000638056
0.465	-1.60954 	0.00118137 	0.835586 	0.0010953	5.36645 	0.252056 	3.60369 	0.225332	1.00169 	7.30079e-05 	1.00411 	0.000264736
0.466	-1.61514 	0.000894263 	0.84013 	0.00069443	5.24538 	0.236801 	3.4773 	0.281643	1.00163 	6.99307e-05 	1.0039 	0.000292707
0.467	-1.62177 	0.00122289 	0.844799 	0.000984881	4.69514 	0.19253 	3.00177 	0.185436	1.00145 	5.7491e-05 	1.00335 	0.000189745
0.468	-1.62231 	0.000936934 	0.844583 	0.000911625	4.89364 	0.179385 	3.48139 	0.320871	1.00151 	5.74429e-05 	1.00384 	0.000315115
0.469	-1.63055 	0.000846062 	0.849852 	0.000721345	5.08268 	0.175579 	3.00653 	0.145523	1.00155 	5.33332e-05 	1.00331 	0.000138574
0.47	-1.63234 	0.000762395 	0.851265 	0.000739593	4.97059 	0.186354 	2.77084 	0.130725	1.00152 	6.0735e-05 	1.00307 	0.000140315
0.471	-1.63986 	0.000965212 	0.85565 	0.000688069	4.56196 	0.164526 	2.38747 	0.117867	1.00138 	5.11118e-05 	1.00262 	0.00012733
0.472	-1.64391 	0.00082741 	0.85782 	0.00079749	4.66569 	0.224246 	2.69509 	0.18218	1.0014 	6.58688e-05 	1.00291 	0.000169542
0.473	-1.64761 	0.00109445 	0.859905 	0.000919792	4.65067 	0.216476 	2.4775 	0.171021	1.00139 	6.55094e-05 	1.00267 	0.000181059
0.474	-1.65215 	0.000848357 	0.8636 	0.00066301	3.92613 	0.175985 	2.11786 	0.152943	1.00117 	5.13938e-05 	1.00227 	0.000145977
0.475	-1.65689 	0.00108292 	0.86594 	0.000988803	4.12611 	0.165105 	1.98387 	0.148069	1.00122 	5.36279e-05 	1.00211 	0.000148839
0.476	-1.65929 	0.000852369 	0.867351 	0.000630929	4.09312 	0.152159 	1.83022 	0.0719404	1.00121 	4.28327e-05 	1.00196 	7.94361e-05
0.477	-1.66592 	0.000757375 	0.871507 	0.000473122	4.10752 	0.201667 	1.78319 	0.073429	1.0012 	6.11485e-05 	1.00189 	8.30254e-05
0.478	-1.66889 	0.000717317 	0.872995 	0.000538076	4.25828 	0.157157 	1.77626 	0.0991385	1.00125 	4.27774e-05 	1.00188 	9.58347e-05
0.479	-1.67351 	0.000688234 	0.875185 	0.000538219	4.13949 	0.153577 	1.80891 	0.110665	1.0012 	4.36758e-05 	1.0019 	0.00011014
0.48	-1.67851 	0.00114998 	0.878203 	0.000652284	3.82401 	0.158812 	1.48424 	0.0688943	1.00111 	4.95554e-05 	1.00155 	6.84484e-05
0.481	-1.68276 	0.000777116 	0.880461 	0.000509469	3.9564 	0.186947 	1.55175 	0.108171	1.00114 	5.25821e-05 	1.00161 	0.000113733
0.482	-1.68709 	0.000866943 	0.882179 	0.000493772	3.88544 	0.181505 	1.48754 	0.0623921	1.00111 	5.07329e-05 	1.00154 	6.55194e-05
0.483	-1.69002 	0.00062015 	0.883929 	0.000563885	3.72568 	0.135192 	1.39231 	0.0595489	1.00106 	3.64726e-05 	1.00144 	6.82965e-05
0.484	-1.69287 	0.000620984 	0.885797 	0.000481083	3.96526 	0.162184 	1.43244 	0.0570399	1.00113 	4.91179e-05 	1.00147 	5.69977e-05
0.485	-1.69918 	0.0005543 	0.888738 	0.00040851	3.53067 	0.144936 	1.32214 	0.0652798	1.001 	3.98889e-05 	1.00135 	6.69804e-05
0.486	-1.70058 	0.000732936 	0.889799 	0.00046222	3.74697 	0.181604 	1.30166 	0.0870628	1.00105 	4.85234e-05 	1.00132 	8.60406e-05
0.487	-1.70359 	0.000824279 	0.89108 	0.000483881	3.37598 	0.120988 	1.24932 	0.0615185	1.00095 	3.07002e-05 	1.00127 	6.108e-05
0.488	-1.70764 	0.000865296 	0.892832 	0.00050206	3.28541 	0.17702 	1.13221 	0.0664751	1.00092 	5.1315e-05 	1.00115 	6.77169e-05
0.489	-1.71125 	0.000752089 	0.89473 	0.00038999	3.23074 	0.119805 	1.14874 	0.0900301	1.0009 	3.05166e-05 	1.00115 	8.74099e-05
0.49	-1.71415 	0.000882868 	0.896401 	0.000518228	3.25861 	0.134749 	1.13671 	0.0545544	1.00091 	3.90323e-05 	1.00114 	5.60607e-05
0.491	-1.71808 	0.000801537 	0.898589 	0.000392793	3.39147 	0.146609 	1.01982 	0.0442805	1.00094 	4.36681e-05 	1.00102 	4.25082e-05
0.492	-1.71878 	0.000585755 	0.898811 	0.000452237	3.21423 	0.150355 	0.965206 	0.0628456	1.00088 	4.24341e-05 	1.00097 	5.92519e-05
0.493	-1.72479 	0.00073791 	0.901709 	0.000384277	2.96874 	0.146741 	0.899237 	0.0441467	1.00081 	3.54851e-05 	1.00089 	4.33122e-05
0.494	-1.72664 	0.000810886 	0.902437 	0.000403086	3.12824 	0.127547 	0.944194 	0.0611894	1.00085 	3.34156e-05 	1.00094 	5.41558e-05
0.495	-1.73038 	0.000686858 	0.903873 	0.000409541	3.16895 	0.178848 	0.944052 	0.0499147	1.00086 	4.92511e-05 	1.00093 	5.16831e-05
0.496	-1.73374 	0.000735993 	0.905853 	0.000479947	3.22528 	0.150366 	0.892262 	0.0452339	1.00087 	3.92802e-05 	1.00088 	4.36182e-05
0.497	-1.7366 	0.000658378 	0.907297 	0.000347499	2.77548 	0.108284 	0.812187 	0.0368391	1.00075 	3.03854e-05 	1.0008 	3.36197e-05
0.498	-1.73875 	0.000636927 	0.908228 	0.000368932	2.87817 	0.148046 	0.823418 	0.0547612	1.00078 	4.39231e-05 	1.00081 	5.62874e-05
0.499	-1.74197 	0.000761286 	0.909502 	0.000362168	2.88096 	0.0892317 	0.818679 	0.0406812	1.00077 	2.11893e-05 	1.0008 	3.80809e-05
0.5	-1.74459 	0.000719841 	0.911112 	0.000330952	2.92265 	0.126404 	0.774942 	0.0393884	1.00078 	3.15193e-05 	1.00076 	3.68555e-05
