#beta 	x0 	error 	csi 	error
0.48	0.2847	0.00146668	16281.8	11894.6
0.48	0.278261	0.00148562	16762.6	12768.4
0.49	0.215448	0.00173964	18996.1	19204.1
0.49	0.232168	0.00166627	102567	536649
0.49	0.175534	0.00196469	233392	3.27618e+06
0.49	0.225391	0.00169384	40817.1	86366.2
0.49	0.215769	0.00174267	-292458	4.56458e+06
0.49	0.216988	0.00173075	20838.5	22990.3
0.49	0.21006	0.00176632	41885.5	94833.3
0.49	0.188436	0.00188588	125511	909474
0.49	0.191158	0.0018701	111482	711511
0.49	0.216761	0.00174123	97245.4	504274
0.49	0.187874	0.00188913	268626	4.17346e+06
0.49	0.245703	0.00161188	33548.2	55529.7
0.49	0.203548	0.0018007	30036.7	49711.3
0.49	0.214736	0.00174424	32992.1	58101.4
0.49	0.182378	0.00191989	37318.7	81815.2
0.49	0.205375	0.00179097	24225.3	32158.6
0.5	0.194827	0.00184975	542204	1.66491e+07
0.5	0.178678	0.00194698	74793.6	333435
0.5	0.167293	0.00202037	158056	1.54509e+06
0.5	0.187168	0.00189384	36880.9	78842.2
0.5	0.185249	0.00190532	-6.52265e+06	2.48195e+09
0.5	0.165126	0.00203465	94856.8	560357
0.5	0.185866	0.00190111	463508	1.25046e+07
0.5	0.210045	0.00177133	13707.4	10179.5
0.5	0.172156	0.00198912	311915	5.92529e+06
0.5	0.158745	0.00208052	50745.3	163950
0.5	0.205574	0.00178803	17401.2	16559.6
0.5	0.166759	0.00202208	21570.4	28778.9
0.5	0.215082	0.00173301	7479.36	2960.78
0.5	0.198518	0.00182816	59140.1	195701
0.5	0.185436	0.00190215	61744	221947
0.5	0.233972	0.00165456	15198.5	11689.6
