#beta 	x0 	error 	csi 	error
0.48	0.16519	0.0327857	3535.9	50059.4
0.48	0.154651	0.0341983	4116.9	70821.6
0.48	0.278971	0.0234942	309.264	271.827
0.48	0.0921852	0.0456321	32886.2	6.03592e+06
0.48	0.0818142	0.0486692	45457.4	1.23004e+07
0.48	0.154447	0.0340208	3617.91	54359.6
0.48	0.342621	0.0213345	868.661	1964.6
0.48	0.140907	0.0357041	1613.13	11319.8
0.48	0.308229	0.0220378	247.058	162.335
0.48	0.274589	0.0242183	1448.45	6199.8
0.48	0.167569	0.0327113	-52495.1	1.10317e+07
0.48	0.279194	0.0241288	7619.46	171326
0.48	0.205313	0.0286793	1205.83	5077.55
0.48	0.164693	0.0329936	2672.82	28778.4
0.49	0.355656	0.0203115	234.759	135.233
0.49	0.527668	0.015872	270.284	140.957
0.49	0.218963	0.0277492	2020.16	13824.4
0.49	0.190334	0.0303384	-7619.27	215567
0.49	0.103704	0.0428541	-9998.17	524516
0.49	0.462237	0.0174966	179.332	67.9296
0.49	0.0406265	0.0705531	-81097.5	5.67796e+07
0.49	0.279623	0.0242273	27576.3	2.25502e+06
0.49	0.306851	0.0215396	175.625	79.8243
0.49	0.322282	0.0216877	465.665	571.458
0.49	0.266804	0.0242755	305.499	274.032
0.49	0.27488	0.0243046	428.275	540.809
0.49	0.113592	0.0407899	-192649	1.8528e+08
0.49	0.383055	0.0195135	178.395	74.9411
0.49	0.11381	0.0408202	-28218.9	3.97949e+06
0.49	0.265591	0.0250703	2656.33	21643.5
0.5	0.192775	0.0300477	956.126	3343.23
0.5	0.18548	0.0306694	1877.04	13173.2
0.5	0.219256	0.0267937	151.087	72.9322
0.5	0.139183	0.0357367	1180.27	6054.22
0.5	0.128325	0.0373468	1170.28	6218.35
0.5	0.390054	0.0180265	77.7591	12.9394
0.5	0.111268	0.0409022	3271.72	53409.5
0.5	0.364684	0.0199594	778.259	1472.1
0.5	0.28413	0.0237639	1018.05	3004.31
0.5	0.303129	0.0220334	208.075	114.788
0.5	0.135487	0.0370578	-14343.3	933528
0.5	0.0596853	0.0571369	5308.64	196374
0.5	0.060381	0.056845	9918.17	682622
0.5	0.461347	0.0162187	62.188	7.42019
0.5	0.156567	0.0340183	-61216.4	1.56009e+07
0.5	0.102199	0.0430708	9886.82	514511
