#beta 	x0 	error 	csi 	error
0.42	3.96371	0.000128595	22.9196	0.00175224
0.42	2.455	0.000201822	11.4873	0.000876269
0.43	2.70527	0.000146125	21.1093	0.00157072
0.43	3.37898	0.000152477	28.0009	0.00281959
0.43	0.472025	0.000145448	2.85311	2.59704e-05
0.43	0.608898	0.000204765	20.6063	0.00186381
0.43	13.7668	0.000130542	-4.92833	7.99733e-05
0.43	0.499648	0.000209491	7.66294	0.000384424
0.43	17.9534	0.000127757	-5.42709	9.22281e-05
0.43	1.11259	0.000322608	193.111	0.286272
0.43	1.8286	0.000217403	276.044	0.399219
0.43	1.08295	0.000344512	663.399	3.67577
0.43	1.74821	0.00021171	88.8978	0.0392614
0.43	2.02218	0.000182182	59.5461	0.0149867
0.43	0.06199	0.000187561	8.86818	0.000377309
0.43	0.693809	0.000268606	7.13139	0.000507476
0.43	1.17616	0.000174985	26.0552	0.00262333
0.43	2.41136	0.000181315	-1894.39	15.9408
0.44	1.31744	0.000300485	557.619	2.26685
0.44	0.966157	0.000391112	1046.45	10.4257
0.44	0.896172	0.000417475	1467.31	21.9198
0.44	1.00388	0.000358214	339.399	0.990798
0.44	1.08696	0.000350977	613.451	3.20561
0.44	1.10886	0.000352849	1527.97	20.1126
0.44	0.846586	0.000437809	2714.85	78.9363
0.44	0.801866	0.000349146	74.6561	0.0442979
0.44	0.78004	0.000459772	1883.39	39.7776
0.44	0.741721	0.000484345	21555.5	5511.24
0.44	0.810551	0.000452476	-24153.5	6467.4
0.44	1.27364	0.000324239	-1213.93	11.7527
0.44	0.732294	0.000492553	8912.91	958.817
0.44	0.662528	0.000522309	3950.35	199.122
0.44	1.00017	0.000339572	148.492	0.176295
0.44	0.823776	0.000443085	3080.07	102.716
0.45	0.466241	0.000669715	1292.89	27.1881
0.45	0.515191	0.000626868	2916.95	130.146
0.45	0.544031	0.00060965	11523.7	1981.76
0.45	0.458627	0.000687249	9329.61	1463.92
0.45	0.742945	0.00048194	1322.13	20.533
0.45	0.81172	0.000454938	3454.43	132.743
0.45	0.421206	0.000727304	27708.9	13673.4
0.45	0.46093	0.000687762	-30031.9	15207.3
0.45	0.589056	0.000573679	4859.74	331.288
0.45	0.623705	0.000553564	9894.01	1326.82
0.45	0.476834	0.000666846	15265.8	3803.43
0.45	0.457088	0.000689626	5252.55	465.305
0.45	0.566509	0.000582932	1017.54	14.6502
0.45	0.547798	0.000603671	3779.58	210.688
0.45	0.508928	0.000638447	17123.3	4583.17
0.45	0.589146	0.000571092	2131.31	63.2596
0.46	0.364588	0.000800742	19567.7	7505.51
0.46	0.45262	0.000693306	15596.2	4128.68
0.46	0.386456	0.000771086	43471.3	35684.2
0.46	0.48883	0.000657538	16470	4367
0.46	0.369443	0.000794426	40718.4	32255.9
0.46	0.426858	0.000720934	4566.33	367.391
0.46	0.325905	0.000861725	57441.1	69624.8
0.46	0.451873	0.000692893	32814	18267.9
0.46	0.377365	0.000783577	31052.8	18502.6
0.46	0.326417	0.000861132	309570	2.02139e+06
0.46	0.420675	0.000729445	37337.3	24905
0.46	0.394223	0.000760103	16074.5	4807.24
0.46	0.364559	0.000799705	15522.5	4715.37
0.46	0.417216	0.000730916	5461.97	533.032
0.46	0.490856	0.000652645	4224.87	284.656
0.46	0.353473	0.000817235	62769	78847.4
0.47	0.350391	0.000821403	29156.4	17094.2
0.47	0.343682	0.00083372	97403	193746
0.47	0.385258	0.000771422	12201.2	2809.82
0.47	0.290004	0.000928081	24727.8	13891.7
0.47	0.327187	0.000859281	21877.2	10067.3
0.47	0.369023	0.000797842	86747	147105
0.47	0.307247	0.00089507	36392.9	29026.2
0.47	0.294702	0.00091754	16046.2	5781.19
0.47	0.344477	0.000832262	327817	2.19075e+06
0.47	0.392965	0.00075649	2924.31	157.758
0.47	0.394917	0.000757328	6255.37	724.398
0.47	0.303633	0.00090321	-1.33042e+06	3.91659e+07
0.47	0.273102	0.000961931	28309.3	18869.4
0.47	0.348912	0.000824229	28085.7	15917.5
0.47	0.373952	0.000791094	40901	32417.8
0.47	0.346014	0.000829446	83890.7	142959
0.48	0.269197	0.000971654	56220.6	75197.2
0.48	0.240258	0.00104269	73826.7	139166
0.48	0.294622	0.000918969	63241.9	90006.9
0.48	0.256103	0.0010028	70433.9	121822
0.48	0.239578	0.00104533	130125	433529
0.48	0.226997	0.00108075	-239088	1.51348e+06
0.48	0.239504	0.00104605	101243	262615
0.48	0.296376	0.000916248	32333.7	23455.6
0.48	0.231524	0.00106653	156007	635712
0.48	0.281021	0.000948282	103938	250927
0.48	0.287218	0.000934504	62546.5	89532.9
0.48	0.267202	0.000976577	100945	243702
0.48	0.239886	0.00104581	85566.3	187558
0.48	0.243944	0.00103117	28333.8	20261.1
0.48	0.236654	0.00105079	39750.8	40645.2
0.48	0.254779	0.00100678	896878	1.9837e+07
0.49	0.28373	0.000354719	32.7371	0.0081296
0.49	0.494969	0.00050331	85.4228	0.0827903
0.49	0.198467	0.00117033	115736	383930
0.49	0.199267	0.00116604	44617.9	56828.9
0.49	0.245263	0.00103096	1.03062e+06	2.68246e+07
0.49	0.218385	0.00110524	-772370	1.61504e+07
0.49	0.213382	0.00112032	76183.2	159223
0.49	0.205412	0.00114599	81901.1	188242
0.49	0.164655	0.0013046	95447.3	291042
0.49	0.201286	0.00116012	232584	1.53703e+06
0.49	0.236377	0.0010522	22275.2	12776.7
0.49	0.202317	0.00115581	83079.5	195345
0.49	0.198492	0.00116991	51204.6	75108.6
0.49	0.237653	0.00105119	90635.8	211511
0.49	0.184738	0.00122067	-1.1462e+06	3.92821e+07
0.49	0.184869	0.00122028	135532	548963
0.5	0.209393	0.00113362	895833	2.22832e+07
0.5	0.186589	0.00121204	51109.3	77512.1
0.5	0.177878	0.00124594	55161.5	92811
0.5	0.16492	0.00130355	284597	2.58586e+06
0.5	0.203903	0.0011514	189112	1.00852e+06
0.5	0.18449	0.00121869	24957.5	18574.6
0.5	0.193378	0.00118724	68180.1	135134
0.5	0.216084	0.00111088	41706	47303.8
0.5	0.190182	0.00119994	158779	740882
0.5	0.195454	0.00118077	151363	662548
0.5	0.201449	0.00115898	85789.5	208870
0.5	0.175786	0.00125668	238024	1.74382e+06
0.5	0.164889	0.00130429	229089	1.67656e+06
0.5	0.17297	0.00126814	106768	354017
0.5	0.181298	0.00123301	48872.2	72099.7
0.5	0.20874	0.00113498	155403	671269
