#beta 	x0 	error 	csi 	error
0.44	0.782076	0.00120727	189.537	1.72618
0.44	0.655838	0.00145743	1292.13	98.8883
0.44	0.741933	0.00135859	1287.65	91.7299
0.44	0.829948	0.0010218	65.9024	0.171242
0.44	0.788734	0.00117334	130.581	0.790377
0.44	0.824869	0.00124154	1092.5	60.2321
0.44	0.925774	0.00114708	1736.2	140.963
0.44	0.747141	0.001322	1153.28	71.427
0.44	0.743783	0.00131504	514.365	14.0678
0.44	1.34839	0.000811238	151.318	0.741845
0.44	0.782622	0.00128833	767.537	30.8104
0.45	0.386386	0.00214232	16702.3	24383.8
0.45	0.615487	0.00153982	815.413	41.4855
0.45	0.443933	0.00195356	14896	17686.9
0.45	0.456307	0.00188615	1461.17	163.468
0.45	0.499035	0.00180136	5534.35	2250.43
0.45	0.480027	0.00182399	1109.97	91.1459
0.45	-1.60668	0.00119453	3.71365	0.000895011
0.45	0.530937	0.00170631	1580.32	173.19
0.45	0.39914	0.00210025	10261.5	9022.78
0.45	0.477095	0.00185969	4605.42	1608.15
0.45	0.431882	0.00199288	-66670.2	361660
0.45	0.505165	0.00175625	1074.12	82.1688
0.45	0.503626	0.00178032	2058.48	307.025
0.45	0.462177	0.00187603	891.368	60.3922
0.45	0.410222	0.00202748	1061.58	92.5673
0.45	0.479919	0.00184222	1182.04	104.546
0.46	0.532292	0.00173145	6977.32	3438.66
0.46	0.307149	0.00248134	6050.72	3702.3
0.46	0.349352	0.00228621	6345.11	3752.09
0.46	0.464146	0.00188829	6262.42	3018.67
0.46	0.345123	0.00229696	2894.68	783.248
0.46	0.354444	0.00227046	8885.12	7310.04
0.46	0.399022	0.00209259	3514.33	1052.62
0.46	0.626623	0.0015313	1119.12	77.9237
0.46	0.402677	0.00208685	2680.89	610.656
0.46	0.346692	0.00230748	-66693.6	419104
0.46	0.396265	0.00210931	4441.43	1696.13
0.46	0.373025	0.00220267	8175.97	6006.9
0.46	0.293895	0.00254094	3428.22	1215.18
0.46	0.375182	0.00218412	3147.29	881.223
0.46	0.41308	0.00205822	36389.7	111274
0.46	0.454197	0.00190909	2389.34	443.383
0.47	0.279738	0.00263836	5537.37	3296.97
0.47	0.36802	0.00221179	6344.95	3630.45
0.47	0.31025	0.00247352	32885.1	109158
0.47	0.249844	0.00283286	24698.9	70520.5
0.47	0.274683	0.0026573	4290.15	1991.44
0.47	0.336584	0.00237318	10583.1	10851.2
0.47	0.213441	0.0031222	-163932	3.4263e+06
0.47	0.26024	0.0027569	11984.9	16149.3
0.47	0.320439	0.00241615	6389.53	4020.15
0.47	0.230037	0.00297939	32851.5	131211
0.47	0.269464	0.00270373	14257.5	22422.2
0.47	0.328241	0.002394	22785.4	50737.1
0.47	0.27658	0.00265335	10866.4	12776.5
0.47	0.253363	0.00280836	18957.7	41182
0.47	0.336428	0.00233841	4960.08	2343.93
0.47	0.288685	0.00257549	5389.91	3047.3
0.48	0.328929	0.00238598	7577.39	5586.84
0.48	0.229374	0.00298726	234897	6.72863e+06
0.48	0.247983	0.00284332	14812.9	25448.9
0.48	0.260692	0.00275763	15364.5	26556
0.48	0.198552	0.00325339	-701200	6.52974e+07
0.48	0.275477	0.0026584	7066.67	5410.9
0.48	0.210716	0.00312285	8891.08	10059.7
0.48	0.216485	0.00309118	42615.7	229122
0.48	0.189747	0.00334391	122406	2.04521e+06
0.48	0.252027	0.00281074	9011.57	9305.56
0.48	0.267828	0.00272035	11323	14229.3
0.48	0.24928	0.00283094	15263	26898.1
0.48	0.23329	0.00296052	19209.8	44587
0.48	0.210433	0.00313242	7939.87	8047.37
0.48	0.292593	0.00256566	14743.6	22749.8
0.48	0.268151	0.00270853	13891.4	21318.7
0.49	0.254381	0.00279478	8378.17	7996.75
0.49	0.256133	0.00276492	3115.87	1091.54
0.49	0.215642	0.00307974	4467.53	2502.05
0.49	0.222946	0.00303716	81039.4	814164
0.49	0.220268	0.00305974	46341.5	268173
0.49	0.266573	0.00272211	33714.8	126274
0.49	0.191497	0.00331691	25761.8	89799.1
0.49	0.245074	0.00286517	34091.6	135884
0.49	0.179173	0.00345803	-114444	1.8491e+06
0.49	0.271361	0.00269185	21728.6	51848.6
0.49	0.21068	0.00313993	157786	3.19091e+06
0.49	0.257585	0.00277617	11239.4	14302.5
0.49	0.275753	0.00265329	4036.72	1759.87
0.49	0.176983	0.00346939	11500.4	18704.3
0.49	0.193946	0.00329331	25561.4	87779.7
0.49	0.159656	0.00369498	19337.8	56361.9
0.5	0.147902	0.00387269	-80216.5	1.01779e+06
0.5	0.158416	0.0037092	-1.2762e+06	2.46593e+08
0.5	0.183439	0.00340442	59505.5	491937
0.5	0.214192	0.00311427	57016.8	413220
0.5	0.223246	0.00303325	18610.8	42865.4
0.5	0.179822	0.0034536	58282.2	478831
0.5	0.170154	0.00355853	72500.5	763357
0.5	0.164179	0.00363433	89175.2	1.17952e+06
0.5	0.16746	0.00360027	37195.6	203295
0.5	0.137701	0.00401779	66989	735827
0.5	0.179627	0.00345088	12653.4	22532.6
0.5	0.155818	0.00374758	127462	2.48522e+06
0.5	0.234691	0.00292555	1504.16	268.231
0.5	0.18207	0.00341049	7627.13	8082.8
0.5	0.153842	0.00376344	24327.9	90847.2
0.5	0.175058	0.00350443	83547.8	998470
