#x 	<E> 	error 	<|M|> 	error 	d<E>/dT 	error 	d<|M|>/dh 	error 	B(E) 	error 	B(|M|) 	derror
0.423	-1.24708 	0.00133566 	0.151653 	0.00930505	7.43238 	0.326587 	87.2332 	6.95224	1.00236 	9.48245e-05 	2.39196 	0.120791
0.424	-1.25498 	0.00103041 	0.162103 	0.007588	8.18287 	0.379203 	95.8463 	7.15826	1.00257 	0.000112256 	2.40356 	0.13707
0.425	-1.26149 	0.00132855 	0.156644 	0.00969413	7.52449 	0.290133 	103.86 	12.2238	1.00234 	9.05041e-05 	2.80375 	0.141594
0.426	-1.26874 	0.00125274 	0.169043 	0.00736956	7.6074 	0.403268 	114.332 	9.20374	1.00233 	0.000127597 	2.55776 	0.152643
0.427	-1.27963 	0.00136878 	0.19976 	0.0113566	8.60344 	0.327264 	140.528 	13.5733	1.00259 	0.000112511 	2.33588 	0.128511
0.428	-1.28393 	0.00130452 	0.194874 	0.0120299	8.37001 	0.471476 	145.466 	14.3306	1.00251 	0.000148388 	2.46078 	0.157761
0.429	-1.28933 	0.00140418 	0.183556 	0.0138329	7.41344 	0.295753 	134.356 	14.487	1.0022 	8.47412e-05 	2.53774 	0.191356
0.43	-1.30071 	0.00134038 	0.220732 	0.00978087	8.73 	0.354054 	150.328 	11.4056	1.00256 	0.000107346 	2.08656 	0.125023
0.431	-1.31117 	0.00166566 	0.263555 	0.0128211	9.12847 	0.472099 	176.936 	13.5841	1.00263 	0.00013022 	1.89774 	0.0935889
0.432	-1.31804 	0.00170503 	0.254615 	0.0184668	8.52827 	0.422611 	211.973 	18.0184	1.00243 	0.000120819 	2.09452 	0.170737
0.433	-1.32877 	0.00169662 	0.287003 	0.0168268	9.30969 	0.397552 	209.587 	13.4508	1.00261 	9.85203e-05 	1.85554 	0.0992626
0.434	-1.33957 	0.00226188 	0.338758 	0.0182632	9.96313 	0.447732 	253.655 	17.759	1.00276 	0.000127392 	1.67401 	0.0970912
0.435	-1.35151 	0.00337189 	0.364099 	0.0253065	11.7033 	0.582985 	278.129 	26.9014	1.00317 	0.000157533 	1.62397 	0.12196
0.436	-1.35893 	0.00335245 	0.360635 	0.027751	11.3967 	0.659177 	312.426 	28.1947	1.00306 	0.000181476 	1.69289 	0.159616
0.437	-1.37536 	0.00372234 	0.426473 	0.0338211	12.2275 	0.714073 	352.892 	44.2445	1.00319 	0.000184732 	1.49394 	0.144263
0.438	-1.38834 	0.00439092 	0.475573 	0.0298604	12.7877 	0.709851 	308.634 	48.9381	1.00327 	0.000186592 	1.35556 	0.0903196
0.439	-1.40224 	0.00306644 	0.546611 	0.0174624	11.5544 	0.953934 	169.198 	32.0369	1.00289 	0.000224653 	1.18062 	0.0390295
0.44	-1.41033 	0.00333258 	0.546234 	0.0199351	11.534 	0.695191 	204.945 	45.0579	1.00285 	0.000172609 	1.20283 	0.0471287
0.441	-1.41678 	0.00383726 	0.521047 	0.035088	13.2724 	0.852068 	327.738 	69.7775	1.00326 	0.000218324 	1.30316 	0.101063
0.442	-1.43267 	0.00364471 	0.609319 	0.0183258	12.17 	0.828501 	142.286 	44.2169	1.00291 	0.000212932 	1.11462 	0.0365722
0.443	-1.45257 	0.00168665 	0.66908 	0.00659333	9.73367 	0.561461 	49.9657 	9.49353	1.00227 	0.000119675 	1.04579 	0.00793028
0.444	-1.45796 	0.00370076 	0.654413 	0.0300388	11.2996 	1.44788 	182.216 	101.051	1.0026 	0.00034041 	1.09355 	0.0587355
0.445	-1.47169 	0.00138739 	0.697217 	0.00424819	8.64882 	0.451215 	39.1166 	5.10936	1.00197 	0.000108299 	1.03323 	0.00429275
0.446	-1.47692 	0.00185956 	0.697889 	0.00725117	9.46002 	0.484017 	48.4363 	11.2346	1.00213 	0.000106605 	1.03907 	0.00819876
0.447	-1.48874 	0.00112925 	0.72263 	0.00299405	7.76423 	0.426878 	20.4881 	2.69923	1.00173 	9.82841e-05 	1.01804 	0.00219227
0.448	-1.49777 	0.00181263 	0.727237 	0.00521156	8.86655 	0.422032 	33.9873 	6.62225	1.00194 	9.36319e-05 	1.02689 	0.00525481
0.449	-1.50546 	0.00120796 	0.738721 	0.00374096	8.24675 	0.416422 	24.6568 	4.50265	1.00179 	9.76636e-05 	1.01948 	0.00345173
0.45	-1.51172 	0.00125001 	0.746605 	0.00312786	7.57319 	0.301945 	19.1476 	2.01513	1.00163 	6.84362e-05 	1.01567 	0.00162951
0.451	-1.52163 	0.000969667 	0.759833 	0.00209087	7.82146 	0.335653 	15.3576 	1.61499	1.00166 	7.13853e-05 	1.0123 	0.00125987
0.452	-1.52871 	0.00107905 	0.767193 	0.00154225	8.02299 	0.374426 	11.9035 	0.746769	1.00169 	7.72205e-05 	1.0096 	0.000582394
0.453	-1.53487 	0.0011629 	0.773519 	0.00219486	7.05138 	0.322376 	13.7094 	1.86908	1.00148 	6.60348e-05 	1.01047 	0.00131403
0.454	-1.54199 	0.000912007 	0.780729 	0.00154654	6.97389 	0.282929 	11.8973 	1.64393	1.00144 	5.47956e-05 	1.00895 	0.00101529
0.455	-1.55079 	0.00100465 	0.788157 	0.0016696	6.61557 	0.318988 	10.5008 	1.24823	1.00135 	6.46237e-05 	1.00785 	0.000889987
0.456	-1.55609 	0.000851892 	0.796211 	0.00101227	7.08744 	0.313489 	7.625 	0.406771	1.00144 	6.508e-05 	1.00574 	0.000318322
0.457	-1.56143 	0.000760859 	0.796137 	0.00179055	6.21475 	0.221439 	9.45122 	1.07622	1.00126 	4.63542e-05 	1.00698 	0.00072585
0.458	-1.56757 	0.0011602 	0.800776 	0.00233625	6.5269 	0.395737 	10.319 	2.50939	1.00131 	7.49964e-05 	1.00736 	0.00143122
0.459	-1.57571 	0.000751298 	0.809558 	0.00127111	5.74483 	0.223995 	6.56345 	0.965012	1.00114 	4.20085e-05 	1.00474 	0.000645274
0.46	-1.58108 	0.00109322 	0.815757 	0.00135642	5.83687 	0.218491 	5.40143 	0.670232	1.00115 	4.41234e-05 	1.00387 	0.000477884
0.461	-1.58604 	0.000949998 	0.819241 	0.00114246	5.71793 	0.263893 	5.29052 	0.353617	1.00112 	5.53831e-05 	1.00378 	0.000245517
0.462	-1.59219 	0.00108734 	0.823196 	0.00106436	5.73638 	0.33997 	4.88594 	0.473381	1.00111 	7.01454e-05 	1.00346 	0.00029902
0.463	-1.59889 	0.000982968 	0.829184 	0.000943323	5.08573 	0.199361 	4.09794 	0.262072	1.00098 	3.85719e-05 	1.00287 	0.000199202
0.464	-1.60414 	0.000587484 	0.831583 	0.000690828	5.01189 	0.218378 	4.08425 	0.291714	1.00096 	4.2937e-05 	1.00285 	0.000181267
0.465	-1.61023 	0.000812559 	0.836734 	0.000694331	5.03801 	0.184856 	3.43905 	0.165801	1.00096 	3.2592e-05 	1.00238 	0.000120951
0.466	-1.6151 	0.000817067 	0.839482 	0.00105049	5.26321 	0.241475 	3.64515 	0.374087	1.00099 	4.28236e-05 	1.0025 	0.000232744
0.467	-1.62048 	0.000854492 	0.84272 	0.000844504	5.18436 	0.211211 	3.81385 	0.600422	1.00097 	3.661e-05 	1.00254 	0.000374232
0.468	-1.62518 	0.000704109 	0.846191 	0.00061709	4.88699 	0.263354 	2.97744 	0.189049	1.00091 	5.15614e-05 	1.00202 	0.000120678
0.469	-1.63036 	0.00054846 	0.84993 	0.000616138	4.86312 	0.169997 	3.18504 	0.43852	1.0009 	2.79056e-05 	1.00211 	0.00025594
0.47	-1.63468 	0.000802269 	0.852599 	0.000660358	4.98397 	0.223052 	2.67135 	0.155884	1.00092 	3.87775e-05 	1.00179 	9.90719e-05
0.471	-1.6388 	0.000567274 	0.854505 	0.000594427	4.57679 	0.20253 	2.6884 	0.178612	1.00084 	3.56942e-05 	1.00179 	0.000117232
0.472	-1.64312 	0.000560071 	0.857287 	0.000481121	4.5734 	0.188368 	2.62023 	0.158857	1.00083 	3.58928e-05 	1.00173 	0.000103457
0.473	-1.64811 	0.000674566 	0.860428 	0.000508477	4.47018 	0.164969 	2.34448 	0.170268	1.00081 	2.84045e-05 	1.00153 	0.000113639
0.474	-1.65201 	0.000705274 	0.862502 	0.000739077	4.62549 	0.230089 	2.81083 	0.456814	1.00083 	4.28363e-05 	1.00181 	0.000287786
0.475	-1.65704 	0.000670151 	0.866374 	0.000475018	4.15124 	0.173278 	1.85414 	0.0955699	1.00075 	3.04303e-05 	1.00121 	6.10926e-05
0.476	-1.66228 	0.000717375 	0.869023 	0.000528636	4.43022 	0.17504 	1.98107 	0.0922977	1.00079 	3.01493e-05 	1.00128 	6.24303e-05
0.477	-1.6652 	0.000770321 	0.870503 	0.000546614	3.89157 	0.125155 	1.95147 	0.226953	1.00069 	2.18228e-05 	1.00125 	0.00013846
0.478	-1.67029 	0.00070155 	0.873136 	0.000493627	4.21775 	0.173668 	1.93051 	0.160535	1.00075 	3.02855e-05 	1.00123 	9.10669e-05
0.479	-1.67498 	0.000559489 	0.876012 	0.000360271	4.07151 	0.125375 	1.7417 	0.0846732	1.00071 	2.32081e-05 	1.00111 	5.11905e-05
0.48	-1.6778 	0.000605956 	0.877682 	0.000355841	4.0099 	0.153642 	1.5767 	0.0690276	1.0007 	2.85926e-05 	1.001 	4.50009e-05
0.481	-1.68239 	0.000642862 	0.87972 	0.000320798	4.29682 	0.229536 	1.70989 	0.0998315	1.00075 	4.35398e-05 	1.00108 	5.93648e-05
0.482	-1.6848 	0.000634995 	0.881077 	0.000521476	4.0458 	0.18641 	1.78543 	0.154899	1.0007 	3.01882e-05 	1.00112 	9.08498e-05
0.483	-1.68975 	0.00066269 	0.883957 	0.000343896	3.83606 	0.149297 	1.43762 	0.0549457	1.00066 	2.55205e-05 	1.0009 	3.49329e-05
0.484	-1.6928 	0.000511159 	0.88609 	0.000310904	3.60293 	0.130053 	1.29643 	0.0547779	1.00062 	2.32157e-05 	1.00081 	3.10322e-05
0.485	-1.69722 	0.000423853 	0.887849 	0.000306955	3.7881 	0.17916 	1.44715 	0.0978751	1.00065 	3.36809e-05 	1.0009 	6.54279e-05
0.486	-1.70063 	0.000456678 	0.889632 	0.000265792	3.28574 	0.120078 	1.17488 	0.0442263	1.00056 	2.00768e-05 	1.00073 	2.88358e-05
0.487	-1.70438 	0.000545393 	0.891708 	0.000304025	3.27455 	0.136828 	1.13964 	0.0474917	1.00056 	2.42776e-05 	1.0007 	2.99173e-05
0.488	-1.70788 	0.000513596 	0.89344 	0.000331282	3.26182 	0.146505 	1.12368 	0.0623054	1.00055 	2.46967e-05 	1.00069 	3.55198e-05
0.489	-1.71117 	0.000846555 	0.894866 	0.000465919	3.62682 	0.176244 	1.1831 	0.051145	1.00061 	2.91079e-05 	1.00073 	2.70337e-05
0.49	-1.71384 	0.000697149 	0.896527 	0.000421292	3.38156 	0.175761 	1.08458 	0.0565479	1.00057 	2.89313e-05 	1.00066 	3.30927e-05
0.491	-1.71828 	0.000630994 	0.898426 	0.000314046	3.27651 	0.153908 	1.00033 	0.0406097	1.00055 	2.43349e-05 	1.00061 	2.49374e-05
0.492	-1.72188 	0.000557362 	0.90009 	0.000251043	3.44656 	0.149891 	1.02907 	0.0391057	1.00057 	2.39556e-05 	1.00062 	2.10934e-05
0.493	-1.72321 	0.000783125 	0.900521 	0.000449184	3.3217 	0.144998 	1.06346 	0.0415136	1.00055 	2.2947e-05 	1.00064 	2.31315e-05
0.494	-1.72795 	0.000767717 	0.903591 	0.000331157	2.94156 	0.121938 	0.828669 	0.0368601	1.00049 	2.09839e-05 	1.0005 	1.90739e-05
0.495	-1.73098 	0.000703845 	0.904443 	0.00032896	3.00729 	0.116969 	0.896523 	0.0392985	1.00049 	2.05546e-05 	1.00054 	2.31065e-05
0.496	-1.73332 	0.000690686 	0.905536 	0.000302777	3.06055 	0.118267 	0.843482 	0.036781	1.0005 	1.86884e-05 	1.00051 	1.98554e-05
0.497	-1.73645 	0.000537288 	0.907315 	0.000255702	2.9447 	0.139086 	0.782358 	0.0419297	1.00048 	2.38787e-05 	1.00047 	2.57057e-05
0.498	-1.74029 	0.000655672 	0.908969 	0.000357443	2.90585 	0.1238 	0.796268 	0.0355659	1.00047 	1.9973e-05 	1.00047 	2.35186e-05
0.499	-1.74267 	0.000537711 	0.910219 	0.000268793	2.66409 	0.0983891 	0.726506 	0.0284161	1.00043 	1.70166e-05 	1.00043 	1.63029e-05
0.5	-1.74579 	0.00064032 	0.911606 	0.000309577	3.05614 	0.101416 	0.772516 	0.0268978	1.0005 	1.59152e-05 	1.00046 	1.57073e-05
